case,kind,size,MQ,EQ
1state3ap1acc_06241_c,periodic,7,107,3
1state3ap1acc_06243,periodic,5,56,2
1state3ap1acc_06243_c,periodic,7,107,3
1state3ap1acc_01020,syntactic,3,14,1
1state3ap1acc_01020_c,syntactic,4,34,2
1state3ap1acc_01537,syntactic,6,48,2
1state3ap1acc_01537_c,syntactic,8,176,4
1state3ap1acc_01545,syntactic,6,58,2
1state3ap1acc_01545_c,syntactic,8,176,4
1state3ap1acc_01552,syntactic,6,48,2
1state3ap1acc_01552_c,syntactic,8,176,4
1state3ap1acc_01553,syntactic,6,58,2
1state3ap1acc_01553_c,syntactic,8,176,4
1state3ap1acc_01560,syntactic,6,58,2
1state3ap1acc_01560_c,syntactic,8,176,4
1state3ap1acc_01561,syntactic,6,68,2
1state3ap1acc_01561_c,syntactic,8,176,4
1state3ap1acc_01568,syntactic,6,48,2
1state3ap1acc_01568_c,syntactic,8,176,4
1state3ap1acc_01569,syntactic,6,58,2
1state3ap1acc_01569_c,syntactic,8,176,4
1state3ap1acc_01577,syntactic,6,68,2
1state3ap1acc_01577_c,syntactic,8,176,4
1state3ap1acc_01584,syntactic,6,58,2
1state3ap1acc_01584_c,syntactic,8,176,4
1state3ap1acc_01585,syntactic,6,68,2
1state3ap1acc_01585_c,syntactic,8,176,4
1state3ap1acc_01592,syntactic,6,68,2
1state3ap1acc_01592_c,syntactic,8,176,4
1state3ap1acc_01593,syntactic,6,78,2
1state3ap1acc_01593_c,syntactic,8,176,4
1state3ap1acc_01632,syntactic,6,58,2
1state3ap1acc_01632_c,syntactic,8,176,4
1state3ap1acc_01633,syntactic,6,68,2
1state3ap1acc_01633_c,syntactic,8,176,4
1state3ap1acc_01641,syntactic,6,78,2
1state3ap1acc_01641_c,syntactic,8,176,4
1state3ap1acc_01648,syntactic,6,68,2
1state3ap1acc_01648_c,syntactic,8,176,4
1state3ap1acc_01649,syntactic,6,78,2
1state3ap1acc_01649_c,syntactic,8,176,4
1state3ap1acc_01656,syntactic,6,78,2
1state3ap1acc_01656_c,syntactic,8,176,4
1state3ap1acc_06246,periodic,5,56,2
1state3ap1acc_06246_c,periodic,7,107,3
1state3ap1acc_06247,periodic,5,63,2
1state3ap1acc_06247_c,periodic,7,107,3
1state3ap1acc_01657,syntactic,6,88,2
1state3ap1acc_01657_c,syntactic,8,176,4
1state3ap1acc_01680,syntactic,6,58,2
1state3ap1acc_01680_c,syntactic,8,176,4
1state3ap1acc_01681,syntactic,6,68,2
1state3ap1acc_01681_c,syntactic,8,176,4
1state3ap1acc_01689,syntactic,6,78,2
1state3ap1acc_01689_c,syntactic,8,176,4
1state3ap1acc_01712,syntactic,6,68,2
1state3ap1acc_01712_c,syntactic,8,176,4
1state3ap1acc_01713,syntactic,6,78,2
1state3ap1acc_01713_c,syntactic,8,176,4
1state3ap1acc_01721,syntactic,6,88,2
1state3ap1acc_01721_c,syntactic,8,176,4
1state3ap1acc_01776,syntactic,6,78,2
1state3ap1acc_01776_c,syntactic,8,176,4
1state3ap1acc_01777,syntactic,6,88,2
1state3ap1acc_01777_c,syntactic,8,176,4
1state3ap1acc_01785,syntactic,3,26,1
1state3ap1acc_01785_c,syntactic,4,62,2
1state3ap1acc_01800,syntactic,6,58,2
1state3ap1acc_01800_c,syntactic,8,176,4
1state3ap1acc_01808,syntactic,6,58,2
1state3ap1acc_01808_c,syntactic,8,176,4
1state3ap1acc_01816,syntactic,6,68,2
1state3ap1acc_01816_c,syntactic,8,176,4
1state3ap1acc_01824,syntactic,6,58,2
1state3ap1acc_01824_c,syntactic,8,176,4
1state3ap1acc_01832,syntactic,6,68,2
1state3ap1acc_01832_c,syntactic,8,176,4
1state3ap1acc_01840,syntactic,6,68,2
1state3ap1acc_01840_c,syntactic,8,176,4
1state3ap1acc_01848,syntactic,6,78,2
1state3ap1acc_01848_c,syntactic,8,176,4
1state3ap1acc_01888,syntactic,6,68,2
1state3ap1acc_01888_c,syntactic,8,176,4
1state3ap1acc_01896,syntactic,6,78,2
1state3ap1acc_01896_c,syntactic,8,176,4
1state3ap1acc_01904,syntactic,6,78,2
1state3ap1acc_01904_c,syntactic,8,176,4
1state3ap1acc_06375,periodic,3,26,1
1state3ap1acc_06375_c,periodic,4,62,2
1state3ap1acc_06402,periodic,5,42,2
1state3ap1acc_06402_c,periodic,7,107,3
1state3ap1acc_01912,syntactic,6,88,2
1state3ap1acc_01912_c,syntactic,8,176,4
1state3ap1acc_01920,syntactic,6,58,2
1state3ap1acc_01920_c,syntactic,8,176,4
1state3ap1acc_01928,syntactic,6,68,2
1state3ap1acc_01928_c,syntactic,8,176,4
1state3ap1acc_01936,syntactic,6,68,2
1state3ap1acc_01936_c,syntactic,8,176,4
1state3ap1acc_01944,syntactic,6,78,2
1state3ap1acc_01944_c,syntactic,8,176,4
1state3ap1acc_01952,syntactic,6,68,2
1state3ap1acc_01952_c,syntactic,8,176,4
1state3ap1acc_01960,syntactic,6,78,2
1state3ap1acc_01960_c,syntactic,8,176,4
1state3ap1acc_01968,syntactic,6,78,2
1state3ap1acc_01968_c,syntactic,8,176,4
1state3ap1acc_01976,syntactic,6,88,2
1state3ap1acc_01976_c,syntactic,8,176,4
1state3ap1acc_02016,syntactic,6,78,2
1state3ap1acc_02016_c,syntactic,8,176,4
1state3ap1acc_02024,syntactic,6,88,2
1state3ap1acc_02024_c,syntactic,8,176,4
1state3ap1acc_02032,syntactic,6,88,2
1state3ap1acc_02032_c,syntactic,8,176,4
1state3ap1acc_02040,syntactic,3,26,1
1state3ap1acc_02040_c,syntactic,4,62,2
1state3ap1acc_02725,syntactic,6,48,2
1state3ap1acc_02725_c,syntactic,8,96,4
1state3ap1acc_03856,syntactic,6,68,2
1state3ap1acc_03856_c,syntactic,8,176,4
1state3ap1acc_03888,syntactic,6,48,2
1state3ap1acc_03888_c,syntactic,8,96,4
1state3ap1acc_03936,syntactic,6,78,2
1state3ap1acc_03936_c,syntactic,8,176,4
1state3ap1acc_03952,syntactic,6,88,2
1state3ap1acc_03952_c,syntactic,8,176,4
1state3ap1acc_04080,syntactic,3,8,1
1state3ap1acc_04080_c,syntactic,4,20,2
1state3ap1acc_05633,syntactic,6,58,2
1state3ap1acc_05633_c,syntactic,8,176,4
1state3ap1acc_06406,periodic,5,49,2
1state3ap1acc_06406_c,periodic,7,107,3
1state3ap1acc_06432,periodic,5,42,2
1state3ap1acc_06432_c,periodic,7,107,3
1state3ap1acc_05640,syntactic,6,58,2
1state3ap1acc_05640_c,syntactic,8,176,4
1state3ap1acc_05641,syntactic,6,68,2
1state3ap1acc_05641_c,syntactic,8,176,4
1state3ap1acc_05672,syntactic,6,68,2
1state3ap1acc_05672_c,syntactic,8,176,4
1state3ap1acc_05673,syntactic,6,78,2
1state3ap1acc_05673_c,syntactic,8,176,4
1state3ap1acc_05736,syntactic,6,78,2
1state3ap1acc_05736_c,syntactic,8,176,4
1state3ap1acc_05737,syntactic,6,88,2
1state3ap1acc_05737_c,syntactic,8,176,4
1state3ap1acc_05760,syntactic,6,58,2
1state3ap1acc_05760_c,syntactic,8,176,4
1state3ap1acc_05761,syntactic,6,68,2
1state3ap1acc_05761_c,syntactic,8,176,4
1state3ap1acc_05768,syntactic,6,68,2
1state3ap1acc_05768_c,syntactic,8,176,4
1state3ap1acc_05769,syntactic,6,78,2
1state3ap1acc_05769_c,syntactic,8,176,4
1state3ap1acc_05800,syntactic,6,78,2
1state3ap1acc_05800_c,syntactic,8,176,4
1state3ap1acc_05801,syntactic,6,88,2
1state3ap1acc_05801_c,syntactic,8,176,4
1state3ap1acc_05864,syntactic,6,88,2
1state3ap1acc_05864_c,syntactic,8,176,4
1state3ap1acc_05865,syntactic,3,26,1
1state3ap1acc_05865_c,syntactic,4,62,2
1state3ap1acc_05896,syntactic,6,68,2
1state3ap1acc_05896_c,syntactic,8,176,4
1state3ap1acc_05928,syntactic,6,78,2
1state3ap1acc_05928_c,syntactic,8,176,4
1state3ap1acc_05992,syntactic,6,88,2
1state3ap1acc_05992_c,syntactic,8,176,4
1state3ap1acc_06016,syntactic,6,68,2
1state3ap1acc_06016_c,syntactic,8,176,4
1state3ap1acc_06024,syntactic,6,78,2
1state3ap1acc_06024_c,syntactic,8,176,4
1state3ap1acc_06056,syntactic,6,88,2
1state3ap1acc_06056_c,syntactic,8,176,4
1state3ap1acc_06434,periodic,5,49,2
1state3ap1acc_06434_c,periodic,7,107,3
1state3ap1acc_06436,periodic,5,49,2
1state3ap1acc_06436_c,periodic,7,107,3
1state3ap1acc_06120,syntactic,3,26,1
1state3ap1acc_06120_c,syntactic,4,62,2
1state3ap1acc_06145,syntactic,6,48,2
1state3ap1acc_06145_c,syntactic,8,176,4
1state3ap1acc_06147,syntactic,6,58,2
1state3ap1acc_06147_c,syntactic,8,176,4
1state3ap1acc_06150,syntactic,6,58,2
1state3ap1acc_06150_c,syntactic,8,176,4
1state3ap1acc_06151,syntactic,6,68,2
1state3ap1acc_06151_c,syntactic,8,176,4
1state3ap1acc_06180,syntactic,6,58,2
1state3ap1acc_06180_c,syntactic,8,176,4
1state3ap1acc_06181,syntactic,6,68,2
1state3ap1acc_06181_c,syntactic,8,176,4
1state3ap1acc_06183,syntactic,6,78,2
1state3ap1acc_06183_c,syntactic,8,176,4
1state3ap1acc_06241,syntactic,6,68,2
1state3ap1acc_06241_c,syntactic,8,176,4
1state3ap1acc_06243,syntactic,6,78,2
1state3ap1acc_06243_c,syntactic,8,176,4
1state3ap1acc_06246,syntactic,6,78,2
1state3ap1acc_06246_c,syntactic,8,176,4
1state3ap1acc_06247,syntactic,6,88,2
1state3ap1acc_06247_c,syntactic,8,176,4
1state3ap1acc_06375,syntactic,3,26,1
1state3ap1acc_06375_c,syntactic,4,62,2
1state3ap1acc_06402,syntactic,6,58,2
1state3ap1acc_06402_c,syntactic,8,176,4
1state3ap1acc_06406,syntactic,6,68,2
1state3ap1acc_06406_c,syntactic,8,176,4
1state3ap1acc_06432,syntactic,6,58,2
1state3ap1acc_06432_c,syntactic,8,176,4
1state3ap1acc_06434,syntactic,6,68,2
1state3ap1acc_06434_c,syntactic,8,176,4
1state3ap1acc_06436,syntactic,6,68,2
1state3ap1acc_06436_c,syntactic,8,176,4
1state3ap1acc_06438,syntactic,6,78,2
1state3ap1acc_06438_c,syntactic,8,176,4
1state3ap1acc_06496,syntactic,6,68,2
1state3ap1acc_06496_c,syntactic,8,176,4
1state3ap1acc_06438,periodic,5,56,2
1state3ap1acc_06438_c,periodic,7,107,3
1state3ap1acc_06496,periodic,5,49,2
1state3ap1acc_06496_c,periodic,7,107,3
1state3ap1acc_06498,syntactic,6,78,2
1state3ap1acc_06498_c,syntactic,8,176,4
1state3ap1acc_06502,syntactic,6,88,2
1state3ap1acc_06502_c,syntactic,8,176,4
1state3ap1acc_06528,syntactic,6,58,2
1state3ap1acc_06528_c,syntactic,8,176,4
1state3ap1acc_06530,syntactic,6,68,2
1state3ap1acc_06530_c,syntactic,8,176,4
1state3ap1acc_06534,syntactic,6,78,2
1state3ap1acc_06534_c,syntactic,8,176,4
1state3ap1acc_06560,syntactic,6,68,2
1state3ap1acc_06560_c,syntactic,8,176,4
1state3ap1acc_06562,syntactic,6,78,2
1state3ap1acc_06562_c,syntactic,8,176,4
1state3ap1acc_06564,syntactic,6,78,2
1state3ap1acc_06564_c,syntactic,8,176,4
1state3ap1acc_06566,syntactic,6,88,2
1state3ap1acc_06566_c,syntactic,8,176,4
1state3ap1acc_06624,syntactic,6,78,2
1state3ap1acc_06624_c,syntactic,8,176,4
1state3ap1acc_06626,syntactic,6,88,2
1state3ap1acc_06626_c,syntactic,8,176,4
1state3ap1acc_06630,syntactic,3,26,1
1state3ap1acc_06630_c,syntactic,4,62,2
1state3ap1acc_06916,syntactic,6,68,2
1state3ap1acc_06916_c,syntactic,8,176,4
1state3ap1acc_06948,syntactic,6,78,2
1state3ap1acc_06948_c,syntactic,8,176,4
1state3ap1acc_06976,syntactic,6,68,2
1state3ap1acc_06976_c,syntactic,8,176,4
1state3ap1acc_06980,syntactic,6,78,2
1state3ap1acc_06980_c,syntactic,8,176,4
1state3ap1acc_07008,syntactic,6,78,2
1state3ap1acc_07008_c,syntactic,8,176,4
1state3ap1acc_07012,syntactic,6,88,2
1state3ap1acc_07012_c,syntactic,8,176,4
1state3ap1acc_07104,syntactic,6,78,2
1state3ap1acc_07104_c,syntactic,8,176,4
1state3ap1acc_07108,syntactic,6,88,2
1state3ap1acc_07108_c,syntactic,8,176,4
1state3ap1acc_06498,periodic,5,56,2
1state3ap1acc_06498_c,periodic,7,107,3
1state3ap1acc_06502,periodic,5,63,2
1state3ap1acc_06502_c,periodic,7,107,3
1state3ap1acc_07140,syntactic,3,26,1
1state3ap1acc_07140_c,syntactic,4,62,2
1state3ap1acc_07681,syntactic,6,68,2
1state3ap1acc_07681_c,syntactic,8,176,4
1state3ap1acc_07712,syntactic,6,68,2
1state3ap1acc_07712_c,syntactic,8,176,4
1state3ap1acc_07713,syntactic,6,78,2
1state3ap1acc_07713_c,syntactic,8,176,4
1state3ap1acc_07776,syntactic,6,78,2
1state3ap1acc_07776_c,syntactic,8,176,4
1state3ap1acc_07777,syntactic,6,88,2
1state3ap1acc_07777_c,syntactic,8,176,4
1state3ap1acc_07808,syntactic,6,68,2
1state3ap1acc_07808_c,syntactic,8,176,4
1state3ap1acc_07809,syntactic,6,78,2
1state3ap1acc_07809_c,syntactic,8,176,4
1state3ap1acc_07840,syntactic,6,78,2
1state3ap1acc_07840_c,syntactic,8,176,4
1state3ap1acc_07841,syntactic,6,88,2
1state3ap1acc_07841_c,syntactic,8,176,4
1state3ap1acc_07904,syntactic,6,88,2
1state3ap1acc_07904_c,syntactic,8,176,4
1state3ap1acc_07905,syntactic,3,26,1
1state3ap1acc_07905_c,syntactic,4,62,2
1state3ap1acc_07968,syntactic,6,78,2
1state3ap1acc_07968_c,syntactic,8,176,4
1state3ap1acc_08032,syntactic,6,88,2
1state3ap1acc_08032_c,syntactic,8,176,4
1state3ap1acc_08064,syntactic,6,78,2
1state3ap1acc_08064_c,syntactic,8,176,4
1state3ap1acc_08096,syntactic,6,88,2
1state3ap1acc_08096_c,syntactic,8,176,4
1state3ap1acc_08160,syntactic,3,26,1
1state3ap1acc_08160_c,syntactic,4,62,2
1state3ap1acc_15361,syntactic,6,68,2
1state3ap1acc_15361_c,syntactic,8,176,4
1state3ap1acc_15363,syntactic,6,48,2
1state3ap1acc_15363_c,syntactic,8,96,4
1state3ap1acc_15425,syntactic,6,78,2
1state3ap1acc_15425_c,syntactic,8,176,4
1state3ap1acc_06528,periodic,5,42,2
1state3ap1acc_06528_c,periodic,7,107,3
1state3ap1acc_06530,periodic,5,49,2
1state3ap1acc_06530_c,periodic,7,107,3
1state2ap2acc_00384,periodic,7,66,4
1state2ap2acc_00384_c,periodic,8,67,3
1state2ap2acc_00386,periodic,6,55,3
1state2ap2acc_00386_c,periodic,8,67,3
1state3ap1acc_15426,syntactic,6,78,2
1state3ap1acc_15426_c,syntactic,8,176,4
1state3ap1acc_15427,syntactic,6,88,2
1state3ap1acc_15427_c,syntactic,8,176,4
1state3ap1acc_15555,syntactic,3,14,1
1state3ap1acc_15555_c,syntactic,4,34,2
1state3ap1acc_15618,syntactic,6,78,2
1state3ap1acc_15618_c,syntactic,8,176,4
1state3ap1acc_15680,syntactic,6,78,2
1state3ap1acc_15680_c,syntactic,8,176,4
1state3ap1acc_15682,syntactic,6,88,2
1state3ap1acc_15682_c,syntactic,8,176,4
1state3ap1acc_15744,syntactic,6,78,2
1state3ap1acc_15744_c,syntactic,8,176,4
1state3ap1acc_15746,syntactic,6,88,2
1state3ap1acc_15746_c,syntactic,8,176,4
1state3ap1acc_15808,syntactic,6,88,2
1state3ap1acc_15808_c,syntactic,8,176,4
1state3ap1acc_15810,syntactic,3,26,1
1state3ap1acc_15810_c,syntactic,4,62,2
1state3ap1acc_16192,syntactic,6,88,2
1state3ap1acc_16192_c,syntactic,8,176,4
1state3ap1acc_16320,syntactic,3,14,1
1state3ap1acc_16320_c,syntactic,4,34,2
1state3ap1acc_26882,syntactic,6,68,2
1state3ap1acc_26882_c,syntactic,8,176,4
1state3ap1acc_26886,syntactic,6,78,2
1state3ap1acc_26886_c,syntactic,8,176,4
1state3ap1acc_26902,syntactic,6,88,2
1state3ap1acc_26902_c,syntactic,8,176,4
1state3ap1acc_27030,syntactic,3,26,1
1state3ap1acc_27030_c,syntactic,4,62,2
1state3ap1acc_27396,syntactic,6,78,2
1state3ap1acc_27396_c,syntactic,8,176,4
1state3ap1acc_27412,syntactic,6,88,2
1state3ap1acc_27412_c,syntactic,8,176,4
1state3ap1acc_27540,syntactic,3,26,1
1state3ap1acc_27540_c,syntactic,4,62,2
1state3ap1acc_28432,syntactic,6,88,2
1state3ap1acc_28432_c,syntactic,8,176,4
1state3ap1acc_06534,periodic,5,56,2
1state3ap1acc_06534_c,periodic,7,107,3
1state3ap1acc_06560,periodic,5,49,2
1state3ap1acc_06560_c,periodic,7,107,3
1state3ap1acc_28560,syntactic,3,26,1
1state3ap1acc_28560_c,syntactic,4,62,2
1state3ap1acc_32257,syntactic,6,88,2
1state3ap1acc_32257_c,syntactic,8,176,4
1state3ap1acc_32385,syntactic,3,26,1
1state3ap1acc_32385_c,syntactic,4,62,2
1state3ap1acc_32640,syntactic,3,26,1
1state3ap1acc_32640_c,syntactic,4,62,2
2state1ap0acc_018,syntactic,10,75,4
2state1ap0acc_019,syntactic,9,57,3
2state1ap0acc_022,syntactic,12,63,3
2state1ap0acc_022_c,syntactic,11,63,3
2state1ap0acc_024,syntactic,12,94,5
2state1ap0acc_025,syntactic,12,63,3
2state1ap0acc_026,syntactic,17,94,4
2state1ap0acc_026_c,syntactic,16,179,8
2state1ap0acc_028,syntactic,12,63,3
2state1ap0acc_030,syntactic,17,112,4
2state1ap0acc_036,syntactic,12,94,5
2state1ap0acc_049,syntactic,10,84,5
2state1ap0acc_052,syntactic,12,136,7
2state1ap0acc_052_c,syntactic,11,64,3
2state1ap0acc_053,syntactic,17,199,8
2state1ap0acc_053_c,syntactic,16,81,3
2state1ap0acc_082,syntactic,16,76,3
2state1ap0acc_082_c,syntactic,15,74,3
2state1ap0acc_086,syntactic,20,248,8
2state1ap0acc_086_c,syntactic,18,146,6
2state1ap0acc_097,syntactic,11,88,5
2state1ap0acc_098,syntactic,11,76,4
2state1ap0acc_100,syntactic,12,146,7
2state1ap0acc_104,syntactic,12,137,7
2state1ap0acc_104_c,syntactic,11,62,3
2state1ap0acc_106,syntactic,20,198,8
2state1ap0acc_106_c,syntactic,18,96,4
2state1ap0acc_120,syntactic,17,185,8
2state1ap0acc_122,syntactic,14,145,7
2state1ap1acc_00262,syntactic,9,56,3
2state1ap1acc_00262_c,syntactic,11,86,5
2state1ap1acc_00265,syntactic,9,57,3
1state3ap1acc_06562,periodic,5,56,2
1state3ap1acc_06562_c,periodic,7,107,3
1state3ap1acc_06564,periodic,5,56,2
1state3ap1acc_06564_c,periodic,7,107,3
2state1ap1acc_00265_c,syntactic,11,83,5
2state1ap1acc_00280,syntactic,12,63,3
2state1ap1acc_00280_c,syntactic,13,115,6
2state1ap1acc_00284,syntactic,10,81,5
2state1ap1acc_00284_c,syntactic,14,118,6
2state1ap1acc_00292,syntactic,12,78,4
2state1ap1acc_00292_c,syntactic,13,116,6
2state1ap1acc_00296,syntactic,17,109,5
2state1ap1acc_00296_c,syntactic,18,176,8
2state1ap1acc_00300,syntactic,10,81,5
2state1ap1acc_00300_c,syntactic,12,110,6
2state1ap1acc_00312,syntactic,17,112,4
2state1ap1acc_00312_c,syntactic,17,122,5
2state1ap1acc_01090,syntactic,11,96,5
2state1ap1acc_01120,syntactic,11,90,5
2state1ap1acc_01122,syntactic,15,109,5
2state1ap1acc_01122_c,syntactic,19,165,8
2state1ap1acc_01128,syntactic,16,115,6
2state1ap1acc_01128_c,syntactic,23,224,10
2state1ap1acc_01153,syntactic,11,73,4
2state1ap1acc_01153_c,syntactic,17,141,7
2state1ap1acc_01154,syntactic,16,92,4
2state1ap1acc_01154_c,syntactic,22,249,11
2state1ap1acc_01168,syntactic,13,91,5
2state1ap1acc_01168_c,syntactic,14,102,5
2state1ap1acc_01170,syntactic,19,145,6
2state1ap1acc_01170_c,syntactic,20,166,7
2state1ap1acc_01172,syntactic,12,78,4
2state1ap1acc_01172_c,syntactic,20,183,8
2state1ap1acc_01176,syntactic,18,124,5
2state1ap1acc_01176_c,syntactic,20,186,8
2state1ap1acc_01218,syntactic,20,175,8
2state1ap1acc_01218_c,syntactic,24,238,10
2state1ap1acc_01600,syntactic,11,76,4
2state1ap1acc_01604,syntactic,17,77,3
2state1ap1acc_01604_c,syntactic,18,116,5
2state1ap1acc_01608,syntactic,8,74,4
2state1ap1acc_01664,syntactic,11,109,6
2state1ap1acc_01664_c,syntactic,14,163,8
2state1ap1acc_01665,syntactic,5,37,3
1state3ap1acc_06566,periodic,5,63,2
1state3ap1acc_06566_c,periodic,7,107,3
1state3ap1acc_06624,periodic,5,56,2
1state3ap1acc_06624_c,periodic,7,107,3
2state1ap1acc_01666,syntactic,16,159,7
2state1ap1acc_01666_c,syntactic,22,195,8
2state1ap1acc_01668,syntactic,4,20,2
2state1ap1acc_01672,syntactic,17,191,9
2state1ap1acc_01672_c,syntactic,27,313,12
2state1ap1acc_01680,syntactic,9,46,3
2state1ap1acc_01680_c,syntactic,9,77,5
2state1ap1acc_01681,syntactic,12,84,4
2state1ap1acc_01728,syntactic,7,30,2
2state1ap1acc_01732,syntactic,12,66,3
2state1ap1acc_01732_c,syntactic,15,117,6
2state1ap1acc_03138,syntactic,8,74,4
2state1ap1acc_03168,syntactic,9,46,3
2state1ap1acc_03170,syntactic,11,64,3
2state1ap1acc_03170_c,syntactic,14,151,8
2state1ap1acc_04358,syntactic,14,72,3
2state1ap1acc_04358_c,syntactic,15,84,4
2state1ap1acc_04376,syntactic,20,195,7
2state1ap1acc_04376_c,syntactic,20,248,9
2state1ap1acc_04614,syntactic,7,30,2
2state1ap1acc_04644,syntactic,8,32,2
2state1ap1acc_04646,syntactic,11,66,3
2state1ap1acc_04900,syntactic,13,69,3
2state1ap1acc_04902,syntactic,10,63,3
2state1ap1acc_05192,syntactic,18,120,5
2state1ap1acc_05192_c,syntactic,30,575,17
2state1ap1acc_05196,syntactic,11,86,5
2state1ap1acc_05196_c,syntactic,15,151,7
2state1ap1acc_05250,syntactic,11,86,5
2state1ap1acc_05250_c,syntactic,14,116,6
2state1ap1acc_05760,syntactic,19,249,12
2state1ap1acc_05760_c,syntactic,20,169,7
2state1ap1acc_05762,syntactic,16,304,14
2state1ap1acc_05762_c,syntactic,19,167,7
2state1ap1acc_06208,syntactic,11,115,6
2state1ap1acc_06208_c,syntactic,17,245,12
2state1ap1acc_06272,syntactic,11,100,5
2state1ap1acc_06276,syntactic,7,30,2
2state1ap1acc_06280,syntactic,20,122,5
2state1ap1acc_06280_c,syntactic,20,180,8
1state3ap1acc_06626,periodic,5,63,2
1state3ap1acc_06626_c,periodic,7,107,3
1state3ap1acc_06630,periodic,3,26,1
1state3ap1acc_06630_c,periodic,4,62,2
2state1ap1acc_06284,syntactic,11,64,3
2state1ap1acc_06284_c,syntactic,12,154,8
2state1ap1acc_06344,syntactic,9,82,4
2state1ap1acc_06344_c,syntactic,9,108,5
2state1ap1acc_06496,syntactic,14,100,5
2state1ap1acc_06498,syntactic,11,75,4
2state1ap1acc_06528,syntactic,15,112,5
2state1ap1acc_06528_c,syntactic,19,130,6
2state1ap1acc_06532,syntactic,11,63,3
2state1ap1acc_06532_c,syntactic,14,93,5
2state1ap1acc_06536,syntactic,14,110,5
2state1ap1acc_06536_c,syntactic,16,148,7
2state1ap1acc_06540,syntactic,10,61,3
2state1ap1acc_06540_c,syntactic,12,147,8
2state1ap1acc_06592,syntactic,11,76,4
2state1ap1acc_06592_c,syntactic,14,149,8
2state1ap1acc_06600,syntactic,11,76,4
2state1ap1acc_06600_c,syntactic,14,98,5
2state1ap1acc_07296,syntactic,20,178,8
2state1ap1acc_07296_c,syntactic,24,158,6
2state1ap1acc_07304,syntactic,20,184,8
2state1ap1acc_07304_c,syntactic,21,152,6
2state1ap1acc_16642,syntactic,15,84,4
2state1ap1acc_16642_c,syntactic,16,79,3
2state1ap1acc_16897,syntactic,10,75,4
2state1ap1acc_16898,syntactic,10,84,5
2state1ap1acc_16899,syntactic,6,28,2
2state1ap1acc_16905,syntactic,6,26,2
2state1ap1acc_16912,syntactic,12,84,4
2state1ap1acc_16912_c,syntactic,13,171,8
2state1ap1acc_16913,syntactic,17,94,4
2state1ap1acc_16913_c,syntactic,17,237,10
2state1ap1acc_16928,syntactic,12,129,7
2state1ap1acc_16928_c,syntactic,13,173,9
2state1ap1acc_16929,syntactic,8,32,2
2state1ap1acc_16930,syntactic,20,255,10
2state1ap1acc_16930_c,syntactic,20,157,7
2state1ap1acc_16945,syntactic,13,70,3
2state1ap1acc_17184,syntactic,17,185,8
